IDUsuario,FechaInicioSuscripcion,DuracionSuscripcionMeses,PlanContratado,Region,HorasSemanales,GenerosFavoritos,Edad,Dispositivo,PrecioMensual
865,2021-07-11,50,Prime Video Básico,Andalucía,15.0,Sci-Fi,29,Smart TV,4.99
866,2022-03-23,13,Prime Video Básico,Andalucía,3.2,Comedy,21,Tablet,4.99
867,2023-09-25,21,Prime Video Básico,Andalucía,18.0,Romance;Thriller;Sci-Fi,26,Smart TV,4.99
868,2024-11-25,23,Alquiler de películas,Castilla y León,10.0,Sci-Fi,25,Smartphone,3.99
869,2020-09-22,13,Prime Video Estándar,Cataluña,23.7,Thriller,26,Smartphone,9.99
870,2022-01-07,31,Prime Video Básico,Andalucía,19.5,Action;Sci-Fi,23,Smartphone,4.99
871,2022-10-17,27,Prime Video Básico,Andalucía,1.6,Romance,20,Smartphone,4.99
872,2021-11-01,12,Alquiler de películas,Madrid,20.1,Comedy;Romance,27,Tablet,3.99
873,2023-04-02,58,Prime Video Estándar,Madrid,8.7,Romance;Comedy,36,Tablet,9.99
874,2023-03-20,6,Prime Video Channels,Comunidad Valenciana,24.3,Comedy,42,Smartphone,7.99
875,2023-01-16,8,Prime Video Básico,Canarias,12.4,Horror,26,Laptop,4.99
876,2022-10-30,10,Prime Video Channels,Andalucía,9.4,Sci-Fi;Action;Drama,25,Smartphone,7.99
877,2020-03-16,33,Prime Video Básico,Madrid,3.0,Drama,59,Tablet,4.99
878,2023-02-22,29,Prime Video Estándar,Murcia,14.4,Thriller;Sci-Fi;Romance,67,Smart TV,9.99
879,2020-05-17,45,Prime Video Básico,Castilla y León,18.8,Action;Comedy,58,Console,4.99
880,2020-11-13,22,Prime Video Estándar,Cataluña,6.1,Thriller;Horror;Sci-Fi,54,Smart TV,9.99
881,2022-02-10,56,Prime Video Premium,Madrid,5.0,Horror,34,Smart TV,12.99
882,2021-02-21,32,Prime Video Básico,Castilla y León,15.0,Comedy,25,Smartphone,4.99
883,2020-05-11,52,Prime Video Básico,Andalucía,4.0,Action;Sci-Fi,31,Tablet,4.99
884,2021-04-17,11,Prime Video Básico,Andalucía,13.3,Sci-Fi;Drama;Action,25,Smart TV,4.99
885,2022-08-08,3,Prime Video Básico,Comunidad Valenciana,2.0,Sci-Fi;Thriller;Drama,29,Smartphone,4.99
886,2024-12-14,40,Prime Video Básico,Cataluña,10.3,Sci-Fi,57,Laptop,4.99
887,2024-08-09,43,Prime Video Básico,Madrid,17.5,Action;Romance,58,Laptop,4.99
888,2024-09-20,38,Prime Video Básico,Andalucía,24.4,Drama;Comedy;Romance,36,Tablet,4.99
889,2024-01-25,26,Prime Video Básico,Galicia,4.8,Thriller;Sci-Fi;Romance,18,Smart TV,4.99
890,2021-02-12,6,Prime Video Básico,Andalucía,12.4,Romance;Horror,19,Console,4.99
891,2022-11-23,39,Prime Video Básico,Cataluña,13.2,Romance,45,Smart TV,4.99
892,2021-02-18,38,Alquiler de películas,Comunidad Valenciana,8.0,Romance;Drama,32,Laptop,3.99
893,2020-03-03,24,Prime Video Estándar,Comunidad Valenciana,19.3,Sci-Fi;Action;Comedy,26,Laptop,9.99
894,2020-09-27,46,Prime Video Estándar,Cataluña,2.6,Sci-Fi;Horror;Comedy,25,Smartphone,9.99
895,2024-02-22,48,Prime Video Básico,Madrid,10.2,Action;Horror;Sci-Fi,28,Tablet,4.99
896,2023-07-22,38,Prime Video Premium,Andalucía,1.7,Romance;Sci-Fi,33,Smartphone,12.99
897,2021-11-25,22,Prime Video Básico,Andalucía,7.6,Sci-Fi,56,Smartphone,4.99
898,2020-06-03,54,Prime Video Básico,Madrid,15.4,Romance;Sci-Fi;Drama,28,Smartphone,4.99
899,2024-11-25,49,Prime Video Estándar,Aragón,22.2,Action;Comedy;Romance,34,Laptop,9.99
900,2020-10-24,14,Prime Video Básico,Canarias,9.3,Comedy,31,Smart TV,4.99
901,2023-01-22,33,Prime Video Básico,Murcia,21.0,Drama;Thriller;Horror,67,Tablet,4.99
902,2021-05-20,46,Compra de películas,Galicia,19.2,Comedy,54,Smartphone,14.99
903,2020-08-16,58,Prime Video Básico,Aragón,15.3,Action,34,Tablet,4.99
904,2024-03-26,9,Prime Video Básico,Murcia,3.6,Sci-Fi;Drama,27,Smartphone,4.99
905,2023-03-16,31,Prime Video para niños,Murcia,17.8,Action,26,Smartphone,6.99
906,2020-09-20,24,Prime Video Básico,Canarias,21.0,Drama,38,Smartphone,4.99
907,2023-11-08,1,Prime Video Estándar,País Vasco,12.6,Comedy;Action;Sci-Fi,25,Smartphone,9.99
908,2020-09-08,31,Prime Video Básico,Cataluña,23.5,Horror,27,Laptop,4.99
909,2024-07-22,2,Prime Video Estándar,Aragón,9.0,Romance;Comedy;Action,26,Smartphone,9.99
910,2023-03-02,44,Prime Video Básico,Cataluña,3.7,Thriller;Comedy;Drama,34,Smartphone,4.99
911,2021-07-13,12,Compra de películas,Comunidad Valenciana,24.5,Drama,42,Smartphone,14.99
912,2023-10-20,30,Prime Video Estándar,Andalucía,22.8,Sci-Fi;Drama,27,Laptop,9.99
913,2022-06-08,55,Prime Video Básico,Comunidad Valenciana,15.8,Comedy;Romance;Drama,41,Smart TV,4.99
914,2022-08-22,5,Prime Video Estándar,Madrid,22.5,Horror;Thriller;Action,33,Smart TV,9.99
915,2020-01-12,25,Prime Video Básico,Comunidad Valenciana,23.4,Action;Thriller,41,Smartphone,4.99
916,2022-08-17,6,Prime Video Básico,Comunidad Valenciana,10.2,Thriller;Sci-Fi,48,Smartphone,4.99
917,2022-05-13,26,Prime Video Básico,Madrid,14.7,Comedy;Action;Sci-Fi,46,Smartphone,4.99
918,2022-02-19,4,Prime Video Básico,Andalucía,16.0,Thriller;Action;Horror,52,Smartphone,4.99
919,2023-10-31,40,Prime Video Estándar,Cataluña,7.9,Comedy;Horror;Sci-Fi,29,Console,9.99
920,2023-08-02,4,Prime Video Básico,Galicia,22.4,Drama;Thriller,31,Tablet,4.99
921,2020-08-11,53,Prime Video Estándar,Madrid,1.6,Action;Sci-Fi;Horror,60,Tablet,9.99
922,2020-05-09,34,Prime Video Estándar,Madrid,2.1,Thriller;Drama,60,Smart TV,9.99
923,2023-05-03,54,Prime Video Channels,Andalucía,20.5,Romance,67,Smartphone,7.99
924,2022-05-24,7,Prime Video Channels,Galicia,10.7,Drama;Thriller,37,Tablet,7.99
925,2023-02-22,27,Prime Video Estándar,Madrid,10.5,Action,67,Laptop,9.99
926,2020-08-07,24,Prime Video Estándar,Madrid,4.2,Horror,35,Tablet,9.99
927,2021-09-28,55,Prime Video Básico,País Vasco,6.9,Action;Thriller;Comedy,29,Console,4.99
928,2024-11-07,52,Prime Video Estándar,Madrid,3.7,Horror;Romance;Action,67,Laptop,9.99
929,2021-02-01,37,Prime Video Básico,Cataluña,11.0,Horror,26,Smartphone,4.99
930,2024-10-25,2,Prime Video Channels,Comunidad Valenciana,7.2,Horror;Action;Romance,50,Smartphone,7.99
931,2022-10-13,44,Alquiler de películas,Comunidad Valenciana,6.9,Horror;Sci-Fi;Drama,28,Smartphone,3.99
932,2024-03-25,5,Prime Video Básico,Madrid,23.1,Action;Sci-Fi;Drama,35,Tablet,4.99
933,2023-02-05,41,Prime Video Estándar,Murcia,14.5,Drama;Thriller,32,Laptop,9.99
934,2020-02-05,52,Prime Video Estándar,Cataluña,10.3,Sci-Fi;Thriller,31,Tablet,9.99
935,2021-01-25,59,Prime Video Básico,Andalucía,4.2,Romance,29,Smartphone,4.99
936,2020-09-06,40,Prime Video Básico,Canarias,5.0,Sci-Fi;Drama,25,Smartphone,4.99
937,2020-05-17,33,Prime Video Básico,Aragón,13.9,Drama;Comedy;Horror,34,Smartphone,4.99
938,2023-09-08,4,Prime Video Premium,Murcia,19.6,Romance,35,Smartphone,12.99
939,2022-02-03,33,Prime Video Básico,Andalucía,5.4,Drama;Romance,37,Laptop,4.99
940,2023-06-21,10,Prime Video Básico,Madrid,3.6,Comedy,61,Smart TV,4.99
941,2023-08-30,25,Prime Video Básico,Madrid,15.5,Romance,33,Smartphone,4.99
942,2021-01-23,2,Prime Video Básico,Castilla y León,16.2,Romance;Action,19,Smart TV,4.99
943,2023-01-14,11,Prime Video Básico,Madrid,2.0,Romance,27,Smartphone,4.99
944,2021-07-01,58,Prime Video Estándar,Castilla y León,1.2,Sci-Fi;Romance;Action,31,Smartphone,9.99
945,2022-10-06,60,Prime Video Estándar,Cataluña,9.2,Romance,36,Smart TV,9.99
946,2023-09-29,55,Prime Video Premium,Comunidad Valenciana,21.3,Drama;Horror;Action,67,Smart TV,12.99
947,2020-12-30,16,Prime Video Estándar,Galicia,19.1,Horror;Thriller,30,Smart TV,9.99
948,2022-01-14,32,Compra de películas,Madrid,18.7,Romance;Drama,26,Smartphone,14.99
949,2024-11-20,48,Prime Video Estándar,Comunidad Valenciana,14.3,Action,38,Smartphone,9.99
950,2024-06-17,30,Prime Video Básico,Madrid,3.4,Drama;Thriller;Romance,30,Smartphone,4.99
951,2022-03-19,23,Prime Video Estándar,Andalucía,5.2,Horror,38,Smartphone,9.99
952,2024-04-08,33,Prime Video Básico,Madrid,16.1,Horror;Romance,26,Console,4.99
953,2023-05-09,37,Prime Video Básico,Madrid,4.3,Thriller;Drama;Sci-Fi,52,Smart TV,4.99
954,2021-05-06,3,Prime Video Básico,Andalucía,11.9,Sci-Fi;Romance;Comedy,24,Tablet,4.99
955,2023-10-22,35,Prime Video Premium,Andalucía,11.5,Drama;Action,31,Smartphone,12.99
956,2023-12-06,53,Prime Video Básico,Andalucía,7.1,Comedy;Romance;Action,33,Smartphone,4.99
957,2020-07-03,34,Compra de películas,Madrid,23.5,Horror,27,Smart TV,14.99
958,2024-07-11,22,Prime Video Estándar,País Vasco,12.7,Romance,55,Smartphone,9.99
959,2021-12-10,29,Prime Video Básico,Comunidad Valenciana,23.1,Sci-Fi;Drama;Action,33,Smartphone,4.99
960,2022-04-15,52,Prime Video Estándar,Cataluña,11.7,Romance;Drama,39,Smartphone,9.99
961,2022-04-11,29,Prime Video Estándar,Madrid,12.8,Horror;Comedy;Sci-Fi,34,Laptop,9.99
962,2021-01-09,23,Prime Video Básico,Madrid,17.7,Horror,25,Tablet,4.99
963,2021-10-12,49,Prime Video Estándar,Andalucía,8.4,Thriller;Romance;Drama,27,Laptop,9.99
964,2022-01-04,28,Prime Video Estándar,Andalucía,17.4,Sci-Fi;Drama,34,Smartphone,9.99
965,2023-12-02,55,Prime Video Básico,Madrid,22.8,Sci-Fi;Romance,30,Laptop,4.99
966,2020-01-09,5,Alquiler de películas,Cataluña,17.4,Comedy;Action;Sci-Fi,26,Laptop,3.99
967,2023-06-26,29,Prime Video Básico,País Vasco,22.1,Thriller;Horror;Action,66,Tablet,4.99
968,2019-12-31,57,Prime Video Premium,Murcia,23.2,Romance;Thriller;Drama,49,Smart TV,12.99
969,2023-01-01,48,Prime Video Básico,Andalucía,3.9,Drama;Thriller,44,Smartphone,4.99
970,2020-06-29,14,Prime Video Básico,Comunidad Valenciana,22.5,Comedy;Action;Horror,30,Smartphone,4.99
971,2022-06-22,17,Prime Video Básico,Madrid,20.7,Comedy;Horror,25,Smartphone,4.99
972,2022-06-04,50,Prime Video Estándar,Cataluña,18.5,Thriller;Sci-Fi,52,Smart TV,9.99
973,2023-12-06,40,Prime Video Básico,Andalucía,19.6,Comedy,69,Tablet,4.99
974,2024-11-28,10,Prime Video Básico,Cataluña,21.6,Sci-Fi,69,Smartphone,4.99
975,2021-03-19,38,Prime Video Básico,Andalucía,6.5,Horror;Comedy,26,Laptop,4.99
976,2024-08-07,34,Prime Video Estándar,Madrid,9.8,Romance,57,Smartphone,9.99
977,2021-10-26,52,Prime Video Estándar,Cataluña,10.4,Romance;Comedy;Sci-Fi,60,Smartphone,9.99
978,2021-12-02,21,Prime Video Premium,Andalucía,9.6,Romance;Comedy;Sci-Fi,45,Tablet,12.99
979,2023-01-10,13,Prime Video Channels,Madrid,9.8,Drama;Romance,29,Tablet,7.99
980,2020-05-31,41,Prime Video Básico,Madrid,7.2,Sci-Fi;Thriller,67,Smartphone,4.99
981,2021-01-09,36,Prime Video Básico,Madrid,21.6,Drama;Action;Sci-Fi,53,Smartphone,4.99
982,2024-03-29,11,Prime Video Básico,Madrid,17.3,Action;Drama;Sci-Fi,32,Laptop,4.99
983,2022-10-23,41,Prime Video Básico,Madrid,2.9,Thriller,32,Smartphone,4.99
984,2022-03-02,42,Prime Video Básico,Andalucía,18.6,Horror;Comedy;Action,26,Smartphone,4.99
985,2023-02-20,8,Prime Video Básico,Madrid,22.9,Drama;Romance,45,Smartphone,4.99
986,2024-05-28,42,Prime Video Estándar,Cataluña,21.7,Drama;Comedy,19,Smartphone,9.99
987,2023-09-03,53,Prime Video Básico,Castilla y León,5.3,Drama;Action,39,Smartphone,4.99
988,2024-10-13,29,Prime Video Básico,Comunidad Valenciana,10.7,Comedy;Drama,49,Smart TV,4.99
989,2022-09-29,5,Prime Video Básico,País Vasco,8.6,Thriller;Romance;Horror,33,Laptop,4.99
990,2021-03-01,53,Prime Video Estándar,Madrid,24.0,Thriller;Action,36,Smart TV,9.99
991,2023-04-29,18,Alquiler de películas,Madrid,20.6,Drama;Sci-Fi;Comedy,43,Console,3.99
992,2020-08-01,57,Prime Video Estándar,Comunidad Valenciana,19.4,Horror,53,Smart TV,9.99
993,2022-07-04,60,Prime Video Premium,Aragón,12.9,Action,31,Smartphone,12.99
994,2020-06-02,59,Prime Video Básico,Canarias,11.8,Sci-Fi;Romance,20,Tablet,4.99
995,2020-07-27,4,Prime Video Básico,Andalucía,9.7,Action,55,Smartphone,4.99
996,2020-04-30,11,Prime Video Básico,Galicia,12.7,Romance;Drama,41,Smartphone,4.99
997,2024-10-29,11,Prime Video Básico,Andalucía,15.2,Thriller;Comedy;Romance,30,Smartphone,4.99
998,2023-08-22,19,Prime Video Básico,Aragón,14.6,Comedy;Drama,21,Smartphone,4.99
999,2020-03-25,10,Prime Video Básico,Madrid,17.3,Sci-Fi;Horror,69,Smartphone,4.99
1000,2023-03-07,35,Prime Video Premium,Madrid,4.7,Drama;Sci-Fi;Comedy,31,Tablet,12.99
1001,2022-02-16,11,Prime Video Estándar,Cataluña,21.0,Comedy;Thriller;Sci-Fi,26,Tablet,9.99
1002,2022-09-29,4,Prime Video Básico,Cataluña,18.7,Horror;Romance;Action,60,Smartphone,4.99
1003,2020-05-27,59,Prime Video Estándar,Andalucía,19.5,Action;Sci-Fi,32,Smartphone,9.99
1004,2021-06-02,54,Prime Video Básico,Castilla y León,5.8,Action;Romance;Sci-Fi,33,Smart TV,4.99
1005,2024-09-18,10,Prime Video Básico,Andalucía,23.6,Action;Thriller,38,Smartphone,4.99
1006,2024-03-16,35,Compra de películas,Andalucía,12.1,Comedy,64,Smartphone,14.99
1007,2021-09-17,39,Prime Video Básico,Murcia,12.4,Horror;Sci-Fi,51,Smartphone,4.99
1008,2023-01-22,14,Prime Video Básico,Comunidad Valenciana,8.1,Romance,39,Smartphone,4.99
1009,2021-10-21,48,Prime Video Estándar,Madrid,3.7,Action,38,Smart TV,9.99
1010,2024-07-19,49,Prime Video Básico,Andalucía,21.2,Romance;Drama;Action,57,Smart TV,4.99
1011,2024-03-12,32,Prime Video Estándar,Murcia,14.9,Drama;Comedy,27,Smart TV,9.99
1012,2022-07-13,11,Prime Video Básico,Aragón,12.0,Sci-Fi;Thriller;Comedy,67,Laptop,4.99
1013,2024-06-25,39,Prime Video Estándar,Andalucía,16.8,Horror;Romance,61,Smartphone,9.99
1014,2023-05-15,28,Prime Video Básico,Comunidad Valenciana,23.7,Action;Drama;Comedy,66,Smartphone,4.99
1015,2023-07-09,56,Prime Video Estándar,Cataluña,4.8,Sci-Fi;Romance;Horror,28,Laptop,9.99
1016,2021-03-28,53,Prime Video Estándar,Aragón,16.9,Romance;Drama,33,Laptop,9.99
1017,2022-01-20,32,Prime Video Básico,Andalucía,16.3,Romance;Action;Drama,32,Smartphone,4.99
1018,2022-01-19,28,Prime Video Premium,Cataluña,14.4,Thriller,57,Laptop,12.99
1019,2022-11-08,43,Prime Video Básico,Cataluña,9.2,Comedy;Thriller,43,Smartphone,4.99
1020,2021-08-10,34,Prime Video Básico,Comunidad Valenciana,13.5,Action;Sci-Fi;Horror,23,Tablet,4.99
1021,2022-01-20,54,Prime Video Estándar,Madrid,13.2,Horror,32,Tablet,9.99
1022,2022-11-03,7,Prime Video Básico,Madrid,1.4,Romance;Drama;Action,35,Smart TV,4.99
1023,2021-04-10,27,Prime Video Básico,Madrid,4.6,Drama;Romance;Thriller,30,Smart TV,4.99
1024,2023-10-06,46,Prime Video Premium,Madrid,13.9,Romance;Sci-Fi,35,Smartphone,12.99
1025,2020-09-30,53,Prime Video Básico,Cataluña,23.3,Action,25,Console,4.99
1026,2022-03-31,13,Alquiler de películas,Madrid,23.7,Thriller;Drama,56,Smartphone,3.99
1027,2022-11-07,43,Prime Video Básico,Andalucía,20.3,Sci-Fi;Romance;Action,65,Laptop,4.99
1028,2020-08-12,45,Prime Video Básico,Castilla y León,11.6,Sci-Fi;Thriller,56,Smartphone,4.99
1029,2020-04-26,33,Prime Video Básico,Andalucía,8.6,Sci-Fi,29,Tablet,4.99
1030,2020-09-25,53,Prime Video Básico,Galicia,24.7,Horror,26,Smartphone,4.99
1031,2022-06-27,27,Prime Video Premium,Canarias,14.6,Action;Drama;Thriller,46,Smartphone,12.99
1032,2020-12-03,27,Prime Video Básico,Madrid,13.8,Sci-Fi;Thriller,19,Tablet,4.99
1033,2021-06-26,34,Prime Video Premium,Cataluña,2.3,Drama;Sci-Fi;Action,69,Smartphone,12.99
1034,2021-10-24,24,Compra de películas,Andalucía,13.8,Romance;Drama;Action,50,Smartphone,14.99
1035,2024-02-13,10,Prime Video Básico,Castilla y León,11.8,Sci-Fi,35,Laptop,4.99
1036,2024-04-27,5,Prime Video Estándar,Andalucía,15.5,Drama;Horror;Thriller,20,Smart TV,9.99
1037,2021-01-12,59,Prime Video Básico,Madrid,14.2,Drama;Romance,32,Smart TV,4.99
1038,2024-05-31,24,Prime Video Estándar,País Vasco,9.5,Drama,55,Smartphone,9.99
1039,2020-02-13,4,Prime Video Básico,Madrid,15.9,Thriller;Comedy;Action,30,Laptop,4.99
1040,2024-04-08,47,Alquiler de películas,Madrid,7.3,Action,41,Smart TV,3.99
1041,2020-04-20,15,Prime Video Básico,Murcia,2.4,Drama;Horror,20,Smartphone,4.99
1042,2019-12-30,56,Prime Video Básico,Cataluña,16.7,Horror;Drama,30,Laptop,4.99
1043,2024-10-14,41,Prime Video Premium,Cataluña,10.4,Sci-Fi,26,Smartphone,12.99
1044,2024-01-05,16,Prime Video Básico,Madrid,20.2,Thriller;Comedy,36,Smartphone,4.99
1045,2024-12-16,52,Prime Video Básico,Madrid,12.7,Sci-Fi,33,Smartphone,4.99
1046,2020-11-12,46,Prime Video Básico,Galicia,17.9,Thriller,29,Smart TV,4.99
1047,2022-06-08,19,Prime Video Básico,Madrid,22.4,Drama,35,Smartphone,4.99
1048,2021-03-31,1,Prime Video Premium,Cataluña,21.3,Horror,56,Smartphone,12.99
1049,2024-05-02,29,Prime Video Premium,Comunidad Valenciana,1.9,Comedy;Thriller;Sci-Fi,32,Tablet,12.99
1050,2023-09-17,7,Prime Video Estándar,Comunidad Valenciana,21.5,Horror;Romance;Sci-Fi,67,Smartphone,9.99
1051,2022-12-17,49,Prime Video Premium,Andalucía,3.6,Action,63,Tablet,12.99
1052,2021-04-20,21,Prime Video Estándar,Andalucía,2.0,Thriller;Romance,43,Smart TV,9.99
1053,2020-01-25,46,Prime Video Básico,Madrid,11.1,Thriller,55,Smartphone,4.99
1054,2022-09-02,11,Prime Video Básico,Andalucía,18.3,Romance,39,Laptop,4.99
1055,2020-08-14,18,Prime Video Estándar,Andalucía,14.6,Thriller;Romance,53,Smartphone,9.99
1056,2023-05-15,60,Prime Video Básico,Andalucía,19.9,Comedy,50,Smartphone,4.99
1057,2021-07-16,12,Prime Video Básico,Aragón,10.3,Thriller;Drama,69,Smartphone,4.99
1058,2023-09-06,16,Prime Video Básico,Cataluña,8.5,Comedy;Thriller;Action,34,Smartphone,4.99
1059,2022-03-23,49,Prime Video Básico,Galicia,18.3,Action,35,Smartphone,4.99
1060,2023-08-16,17,Prime Video Estándar,Cataluña,15.7,Drama,68,Smartphone,9.99
1061,2020-01-03,4,Compra de películas,Castilla y León,24.1,Drama;Horror,32,Smartphone,14.99
1062,2022-05-27,32,Prime Video Básico,País Vasco,20.5,Thriller;Sci-Fi,35,Tablet,4.99
1063,2021-05-06,41,Prime Video Básico,Madrid,4.1,Sci-Fi,65,Smart TV,4.99
1064,2022-04-07,24,Prime Video Básico,Andalucía,18.6,Drama;Horror;Action,25,Smartphone,4.99
1065,2023-05-11,3,Prime Video Estándar,Andalucía,21.2,Sci-Fi;Comedy,27,Smartphone,9.99
1066,2024-02-06,32,Prime Video Básico,Andalucía,12.9,Comedy;Sci-Fi,35,Tablet,4.99
1067,2022-03-01,29,Prime Video Estándar,Madrid,3.0,Horror;Sci-Fi;Romance,32,Tablet,9.99
1068,2024-07-14,30,Prime Video Básico,Andalucía,5.0,Sci-Fi,58,Laptop,4.99
1069,2023-08-08,31,Alquiler de películas,Andalucía,22.5,Action;Drama,30,Smartphone,3.99
1070,2022-10-12,31,Prime Video Estándar,Andalucía,19.7,Comedy,32,Smartphone,9.99
1071,2021-11-12,59,Prime Video Estándar,Canarias,4.2,Horror,34,Smart TV,9.99
1072,2023-08-13,58,Prime Video Estándar,Andalucía,3.0,Thriller;Sci-Fi,31,Smart TV,9.99
1073,2022-01-02,1,Prime Video Premium,Canarias,4.4,Romance;Comedy;Horror,46,Smartphone,12.99
1074,2020-01-04,2,Prime Video Básico,Castilla y León,8.6,Thriller;Action;Horror,66,Smartphone,4.99
1075,2024-08-05,48,Prime Video Básico,Castilla y León,4.5,Romance;Comedy,37,Smart TV,4.99
1076,2023-11-11,47,Prime Video Premium,Aragón,14.8,Action;Thriller;Sci-Fi,31,Console,12.99
1077,2024-09-17,54,Prime Video Básico,Galicia,7.4,Sci-Fi;Drama,22,Laptop,4.99
1078,2023-07-01,21,Prime Video Básico,Madrid,15.5,Comedy;Romance;Action,45,Laptop,4.99
1079,2021-06-10,20,Prime Video Estándar,Andalucía,7.0,Thriller,28,Tablet,9.99
1080,2024-11-03,30,Prime Video Básico,Canarias,6.2,Action;Horror,53,Smart TV,4.99
1081,2020-04-24,11,Prime Video Channels,Andalucía,7.7,Comedy,30,Smart TV,7.99
1082,2020-01-22,14,Prime Video Básico,Castilla y León,11.3,Comedy;Drama;Romance,33,Smartphone,4.99
1083,2022-01-26,40,Prime Video Estándar,Andalucía,9.8,Romance,35,Smart TV,9.99
1084,2022-04-30,40,Prime Video Básico,Madrid,13.5,Thriller,55,Smart TV,4.99
1085,2024-12-05,56,Prime Video Básico,Andalucía,15.8,Action;Horror,59,Smartphone,4.99
1086,2021-05-05,17,Prime Video Básico,Comunidad Valenciana,8.3,Sci-Fi;Drama,20,Smartphone,4.99
1087,2020-03-20,52,Prime Video Básico,País Vasco,20.2,Action;Horror;Thriller,35,Smartphone,4.99
1088,2024-10-01,14,Prime Video Estándar,Andalucía,18.8,Thriller;Drama,56,Smartphone,9.99
1089,2021-09-19,57,Prime Video Básico,Madrid,4.3,Horror,23,Tablet,4.99
1090,2024-01-10,20,Prime Video Premium,País Vasco,15.0,Horror;Drama;Comedy,27,Smartphone,12.99
1091,2023-05-20,15,Prime Video Básico,Comunidad Valenciana,3.1,Comedy,59,Smartphone,4.99
1092,2022-03-09,31,Prime Video Básico,Murcia,19.1,Sci-Fi,37,Console,4.99
1093,2020-12-08,48,Prime Video Estándar,Comunidad Valenciana,3.7,Horror;Thriller,49,Laptop,9.99
1094,2023-10-25,4,Prime Video Básico,Aragón,2.0,Sci-Fi,51,Smart TV,4.99
1095,2021-10-05,43,Prime Video Estándar,Aragón,10.2,Action;Comedy,29,Smartphone,9.99
1096,2024-11-22,22,Alquiler de películas,Comunidad Valenciana,7.7,Romance;Sci-Fi,26,Laptop,3.99
1097,2024-06-14,5,Prime Video Estándar,Cataluña,24.5,Sci-Fi;Comedy,66,Smart TV,9.99
1098,2024-12-18,14,Prime Video Básico,Cataluña,23.6,Comedy;Drama,29,Tablet,4.99
1099,2023-03-11,39,Prime Video Básico,Murcia,3.2,Drama;Sci-Fi;Comedy,28,Smartphone,4.99
1100,2020-06-28,46,Prime Video Estándar,País Vasco,7.4,Action,38,Tablet,9.99
1101,2020-09-23,5,Prime Video para niños,Andalucía,3.5,Action,32,Smartphone,6.99
1102,2022-10-30,12,Prime Video Básico,Galicia,13.7,Comedy;Drama;Action,29,Tablet,4.99
1103,2022-02-11,59,Prime Video Básico,Madrid,24.6,Sci-Fi;Comedy,35,Smart TV,4.99
1104,2023-01-04,37,Prime Video Básico,Murcia,4.6,Horror;Thriller;Action,26,Smart TV,4.99
1105,2024-07-24,55,Prime Video Básico,Galicia,22.1,Sci-Fi,18,Smartphone,4.99
1106,2020-09-27,43,Prime Video Básico,Cataluña,5.5,Action;Comedy,29,Laptop,4.99
1107,2022-03-22,11,Prime Video Básico,Canarias,15.9,Sci-Fi;Thriller,35,Laptop,4.99
1108,2020-07-07,37,Prime Video Básico,Madrid,9.3,Horror;Drama,31,Smartphone,4.99
1109,2021-03-01,30,Prime Video Estándar,Madrid,10.2,Horror;Thriller,65,Smart TV,9.99
1110,2020-10-27,43,Prime Video Básico,Comunidad Valenciana,5.8,Romance;Action;Thriller,30,Smart TV,4.99
1111,2022-11-08,16,Prime Video Estándar,País Vasco,20.2,Horror,53,Smartphone,9.99
1112,2023-12-19,16,Prime Video Básico,País Vasco,24.4,Horror;Thriller;Drama,35,Tablet,4.99
1113,2022-02-20,12,Prime Video Estándar,Aragón,21.8,Romance;Action;Horror,27,Tablet,9.99
1114,2024-04-15,55,Prime Video Básico,Madrid,3.6,Comedy;Action;Horror,32,Smart TV,4.99
1115,2024-02-27,41,Prime Video Básico,Andalucía,23.9,Horror;Thriller;Drama,27,Smart TV,4.99
